"id","inlf","hours","kidslt6","kidsge6","age","educ","wage","repwage","hushrs","husage","huseduc","huswage","faminc","mtr","motheduc","fatheduc","unem","city","exper","nwifeinc","lwage","expersq"
"359",1,651,0,0,54,9,2.1505000591,1.4400000572,2400,57,10,8.25,21650,0.6614999771,7,7,7.5,1,9,20.2500247955,0.7657003999,81
"360",1,675,0,3,38,12,1.8578000069,2.2000000477,3120,42,8,1.3791999817,6740,0.7914999723,7,7,14,0,14,5.4859848022,0.6193929911,196
"361",1,1663,0,3,43,12,4.3295001984,3.5999999046,2850,42,12,5.2631998062,32275,0.6915000081,12,14,5,1,9,25.0750408173,1.465452075,81
"362",1,1680,0,0,54,16,8.9286003113,7,760,60,12,10.5260000229,33220,0.7200000286,14,7,9.5,1,16,18.2199516296,2.1892595291,256
"363",1,180,0,3,39,14,2.7778000832,4,2500,37,17,10,26500,0.6215000153,12,12,7.5,1,7,25.9999961853,1.021659255,49
"364",1,1581,0,1,37,12,2.6565001011,3.25,2630,39,14,12.5480003357,38700,0.5214999914,7,12,5,1,6,34.5000724792,0.9770094752,36
"365",1,1200,0,2,46,12,2.5,3.0799999237,2597,48,8,4.6206998825,15400,0.7214999795,7,7,5,1,22,12.3999996185,0.91629076,484
"366",1,450,0,0,56,11,18.2670001984,0,2760,60,11,1.8539999723,19007,0.6915000081,7,7,3,0,9,10.7868499756,2.9050960541,81
"367",1,547,0,3,41,12,0.8190000057,2,2070,44,8,7.4265999794,16771,0.7214999795,12,7,7.5,0,9,16.3230075836,-0.199671194,81
"368",1,300,0,1,45,16,2,0,2256,48,16,13.2980003357,31100,0.5814999938,16,7,11,1,14,30.5,0.6931471825,196
"369",1,975,0,1,44,17,15.3850002289,8.5,1505,47,16,26.577999115,66300,0.5,3,3,7.5,1,17,51.2996253967,2.7333929539,289
"370",1,1621,0,1,50,17,6.4774999619,0,2364,52,17,13.9589996338,43550,0.4914999902,16,12,5,0,12,33.0499725342,1.868334651,144
"371",1,300,0,5,37,14,8.3332996368,3.5,2895,38,14,13.1260004044,37250,0.6215000153,7,7,11,0,13,34.7500114441,2.1202595234,169
"372",1,1868,0,1,44,12,4.5503001213,4.25,2041,46,12,7.888299942,24900,0.6614999771,16,7,14,0,8,16.4000396729,1.515193224,64
"373",1,1803,0,2,32,14,2.4958000183,1.8999999762,2195,34,17,8.6560001373,24200,0.6614999771,7,14,9.5,1,10,19.7000732422,0.914609313,100
"374",1,2143,1,1,34,12,4.4797000885,4.8000001907,1935,40,12,3.410900116,16200,0.7214999795,10,10,14,0,16,6.6000027657,1.4995560646,256
"375",1,1080,0,2,32,10,2.2323999405,2.2999999523,1950,35,10,4.6255998611,11431,0.7515000105,10,10,7.5,0,1,9.0200080872,0.8030772209,1
"376",1,1352,0,3,37,12,2.0710000992,1.7999999523,2375,38,14,4.2104997635,13200,0.7515000105,10,10,11,0,6,10.4000082016,0.7280316353,36
"377",1,537,0,1,44,13,1.675999999,0,1920,55,8,4.2708001137,15420,0.7714999914,10,10,9,1,4,14.51998806,0.5164099932,16
"378",1,352,0,2,34,16,3.4091000557,0,3300,33,12,3.342400074,18400,0.6915000081,12,12,14,0,8,17.1999969482,1.2264482975,64
"379",1,200,1,3,33,12,2.5,8,3680,33,16,8.6358995438,43500,0.4914999902,10,3,5,1,4,43,0.91629076,16
"380",1,2045,0,3,43,7,3.9609000683,4.0700001717,1968,43,12,6.7581000328,21972,0.6915000081,7,7,7.5,1,15,13.8719596863,1.3764712811,225
"381",1,1253,0,2,35,16,6.2274999619,3.9700000286,2504,33,10,0.5842999816,7774,0.7714999914,16,16,11,0,7,-0.0290574525,1.8289749622,49
"382",1,1960,0,1,43,14,3.9286000729,3.8499999046,2000,45,14,5.3350000381,24470,0.6915000081,7,7,7.5,0,14,16.7699432373,1.3682831526,196
"383",1,2000,0,0,34,12,2.9000000954,2.5,1656,37,12,4.710100174,13600,0.7214999795,7,7,7.5,0,16,7.7999997139,1.0647107363,256
"384",1,1960,0,3,36,10,4.0816001892,4.5500001907,1968,39,7,4.9797000885,22500,0.7214999795,7,0,7.5,0,15,14.5000638962,1.4064891338,225
"385",1,2000,0,2,41,12,2.8499999046,4.1999998093,2016,41,12,2.9762001038,13600,0.7214999795,7,7,14,0,23,7.9000000954,1.0473189354,529
"386",1,1568,0,0,41,16,7.0152997971,6.3099999428,2602,44,17,12.7440004349,90800,0.4415000081,7,7,7.5,0,19,79.8000106812,1.9480934143,361
"387",1,1225,0,3,35,10,2.9388000965,2.4000000954,1560,43,9,3.8461999893,10776,0.7515000105,10,10,7.5,0,4,7.1759700775,1.07800138,16
"388",1,780,1,3,32,12,1.9230999947,3.25,1827,37,10,7.2232999802,19007,0.7515000105,10,7,5,1,12,17.5069828033,0.6539384723,144
"389",1,480,0,0,30,14,6.875,0,2080,34,14,8.8077001572,23900,0.6614999771,12,12,14,1,12,20.6000003815,1.9278916121,144
"390",1,1923,0,0,43,12,3.9001998901,4.7399997711,3390,47,12,5.3864002228,26060,0.6215000153,7,7,7.5,1,25,18.5599155426,1.3610278368,625
"391",1,2000,0,0,54,6,2,0,2524,57,6,3.6846001148,13300,0.7214999795,7,7,7.5,0,14,9.3000001907,0.6931471825,196
"392",1,2110,0,2,35,15,4.9762997627,4.3699998856,2777,34,12,1.8437000513,15620,0.7214999795,7,7,7.5,0,14,5.120007515,1.6046866179,196
"393",1,1664,0,0,50,12,1.2019000053,5,3120,54,13,1.3013000488,16500,0.7214999795,7,7,7.5,0,11,14.500038147,0.1839036494,121
"394",1,48,1,1,34,17,22.5,0,2700,36,17,7.2221999168,20880,0.6915000081,14,16,5,1,7,19.7999992371,3.113515377,49
"395",1,1791,0,0,52,14,6.8677000999,6.1799998283,1904,57,12,7.3529000282,30600,0.6614999771,14,12,9.5,1,18,18.299949646,1.9268292189,324
"396",1,1404,0,3,35,13,3.5613000393,5.3000001907,2360,38,14,11.8640003204,39000,0.6215000153,7,10,9,1,4,33.9999351501,1.2701256275,16
"397",1,1920,0,0,55,6,1.9792000055,2.5799999237,1960,58,8,5.3326997757,15428,0.7214999795,7,7,7.5,0,37,11.6279363632,0.6826927066,1369
"398",1,2141,0,0,35,16,5.3713002205,6,2000,42,16,5.5,23300,0.6614999771,7,7,7.5,0,13,11.8000459671,1.6810699701,169
"399",1,1720,0,1,49,14,1.7441999912,0,2600,45,16,7.2308001518,42100,0.5214999914,16,16,9.5,1,14,39.0999755859,0.5562959909,196
"400",1,3533,2,2,38,15,5.0947999954,8.5,2000,38,9,7,36430,0.6399999857,12,7,9.5,1,17,18.4300708771,1.628220439,289
"401",1,2000,0,2,42,14,2.5,0,2218,45,14,7.2136998177,26000,0.6915000081,7,7,9.5,1,5,21,0.91629076,25
"402",1,800,0,1,48,8,3.8250000477,2.2999999523,2000,52,5,4.5,62060,0.7515000105,7,7,7.5,0,2,59,1.3415584564,4
"403",1,3000,0,0,51,14,1,0,2595,53,16,8.8632001877,28300,0.6215000153,12,12,9.5,1,0,25.2999992371,0,0
"404",1,293,0,2,43,12,3.0717000961,4,2400,47,12,9.3332996368,24149,0.6614999771,12,10,7.5,1,3,23.2489910126,1.122231245,9
"405",1,1872,0,1,43,12,1.7163000107,0,2856,48,12,3.8262999058,28141,0.6614999771,12,10,7.5,1,21,24.9280872345,0.5401707888,441
"406",1,2058,0,1,38,12,4.0208997726,4,2601,38,14,5.4447999001,23057,0.6614999771,10,10,7.5,1,20,14.7819881439,1.3915057182,400
"407",1,1832,0,1,44,12,5.4584999084,4.9499998093,2054,48,9,8.7634000778,28900,0.6215000153,3,7,7.5,1,19,18.9000282288,1.6971739531,361
"408",1,120,1,3,36,12,25,9.9799995422,2500,35,12,8.3999996185,24000,0.6614999771,12,10,9.5,1,4,21,3.218875885,16
"409",1,1632,0,0,38,12,2.3896999359,2.2999999523,1960,31,12,5.1020002365,13900,0.7214999795,12,12,7.5,0,19,10.0000095367,0.871167779,361
"410",1,778,0,0,47,8,3.2133998871,7.25,2058,51,8,7.4100999832,31810,0.6915000081,12,12,5,1,11,29.3099746704,1.1673295498,121
"411",1,1984,0,2,34,12,3.3770000935,3.1400001049,2410,49,10,5.3527002335,19840,0.6915000081,7,7,7.5,0,14,13.1400318146,1.2169877291,196
"412",1,225,1,2,40,17,1.777799964,0,1278,38,17,19.5620002747,25490,0.6614999771,16,17,14,1,8,25.0899944305,0.5753766298,64
"413",1,1960,0,1,31,12,3.1633000374,3.1800000668,2875,35,12,5.0782999992,20800,0.6915000081,12,12,7.5,0,13,14.5999317169,1.1516157389,169
"414",1,444,0,0,46,12,2.7026998997,0,2340,49,12,0.5127999783,2400,0.8015000224,10,16,7.5,1,24,1.2000012398,0.9942512512,576
"415",1,384,0,3,36,14,1.6927000284,0,3060,43,17,5.4019999504,32650,0.5814999938,10,10,14,1,1,32.0000038147,0.5263249278,1
"416",1,1170,1,2,39,13,0.2136999965,0,1920,47,12,7.8646001816,16370,0.7214999795,12,16,11,1,1,16.1199703217,-1.5431821346,1
"417",1,1330,0,2,36,17,6.7669000626,4.5,3390,38,12,6.0531001091,35500,0.5515000224,7,7,14,0,3,26.5000228882,1.9120430946,9
"418",1,1350,0,4,37,8,1.7407000065,2.0999999046,2400,41,12,5,15100,0.7515000105,7,7,3,0,4,12.7500553131,0.5542873144,16
"419",1,480,0,4,39,12,2.5,0,1640,40,11,7.6828999519,14100,0.7515000105,7,9,3,0,21,12.8999996185,0.91629076,441
"420",1,1984,1,3,36,11,4.4858999252,3.2599999905,1656,38,8,6.038599968,19600,0.7214999795,7,3,14,0,10,10.6999750137,1.5009391308,100
"421",1,1944,0,2,49,12,2.5720000267,2.7000000477,1920,53,16,5.8509998322,19434,0.7214999795,7,7,5,1,13,14.4340314865,0.9446837902,169
"422",1,50,1,1,45,12,3.4600000381,5,1780,46,10,6.7416000366,23882,0.7214999795,7,7,9.5,1,9,23.7089996338,1.2412686348,81
"423",1,460,2,0,32,17,4.782599926,0,1850,31,17,8.1080999374,17300,0.7214999795,7,7,7.5,0,14,15.1000041962,1.5649843216,196
"424",1,680,0,5,36,10,2.3118000031,0,3430,43,12,5.3060998917,19772,0.7214999795,7,7,7.5,0,2,18.1999759674,0.838026464,4
"425",1,2450,0,1,40,12,5.3060998917,6.5,2008,40,8,7.2708997726,35641,0.6215000153,7,7,5,1,21,22.6410560608,1.6688570976,441
"426",1,2144,0,2,43,13,5.8674998283,0,2140,43,11,8.1775999069,34220,0.5814999938,7,7,7.5,1,22,21.6400794983,1.7694286108,484
"427",1,1760,0,1,33,12,3.4091000557,3.2100000381,3380,34,12,7.1005997658,30000,0.5814999938,12,16,11,1,14,23.9999847412,1.2264482975,196
"428",1,490,0,1,30,12,4.0816001892,2.4600000381,2430,33,11,6.584400177,18000,0.6915000081,12,12,7.5,1,7,16.0000152588,1.4064891338,49
"429",0,0,0,1,49,12,0,0,2550,54,15,7.8529000282,21025,0.6614999771,14,12,7.5,1,2,21.0249996185,"NA",4
"430",0,0,2,0,30,16,0,0,1928,34,16,11.9289999008,23600,0.6614999771,14,7,9.5,1,5,23.6000003815,"NA",25
"431",0,0,1,0,30,12,0,0,1100,39,17,18,22800,0.6614999771,12,12,7.5,0,12,22.7999992371,"NA",144
"432",0,0,0,4,41,12,0,0,3193,40,16,10.0220003128,35910,0.5814999938,7,7,7.5,1,1,35.9099998474,"NA",1
"433",0,0,0,1,45,12,0,0,2250,46,16,9.3332996368,21700,0.6614999771,7,7,5,1,12,21.7000007629,"NA",144
"434",0,0,0,5,43,12,0,0,2012,44,13,6.0850000381,21823,0.7515000105,7,7,7.5,1,4,21.8229999542,"NA",16
"435",0,0,0,1,42,13,0,0,3856,46,15,5.7053999901,31000,0.6614999771,10,7,11,1,9,31,"NA",81
"436",0,0,0,0,60,12,0,0,1645,58,12,9.1184997559,15300,0.7214999795,7,7,7.5,1,9,15.3000001907,"NA",81
"437",0,0,0,0,57,12,0,0,1554,57,12,7.2072000504,12925,0.7214999795,9,3,7.5,1,6,12.9250001907,"NA",36
"438",0,0,0,2,38,10,0,0,2352,41,8,5.3145999908,15830,0.7515000105,12,7,5,0,5,15.8299999237,"NA",25
"439",0,0,0,0,56,12,0,0,1980,58,12,8.2827997208,30200,0.6915000081,12,12,7.5,1,5,30.2000007629,"NA",25
"440",0,0,0,3,32,12,0,0,2352,37,7,7.0577998161,16600,0.7214999795,10,7,5,0,8,16.6000003815,"NA",64
"441",0,0,0,1,49,7,0,0,1784,58,6,6.1659002304,11000,0.7515000105,7,7,7.5,1,2,11,"NA",4
"442",0,0,0,0,55,12,0,0,2500,58,12,2.7000000477,15000,0.7214999795,7,10,3,0,6,15,"NA",36
"443",0,0,1,1,36,9,0,0,2088,39,14,7.6627998352,20528,0.7214999795,7,7,11,0,0,20.5279998779,"NA",0
"444",0,0,0,3,44,12,0,0,4640,50,12,1.8490999937,13126,0.7515000105,9,9,14,0,3,13.1260004044,"NA",9
"445",0,0,0,1,44,10,0,0,3900,60,12,3.8461999893,15550,0.7214999795,7,14,7.5,1,7,15.5500001907,"NA",49
"446",0,0,1,2,35,14,0,0,1988,34,17,9.0543003082,18010,0.7214999795,3,12,7.5,1,3,18.0100002289,"NA",9
"447",0,0,2,3,44,14,0,0,1920,45,10,9.375,18874,0.7214999795,10,10,14,0,10,18.8740005493,"NA",100
"448",0,0,0,1,45,12,0,0,2400,45,12,8.3332996368,24800,0.6614999771,12,12,14,1,3,24.7999992371,"NA",9
"449",0,0,1,0,34,12,0,0,1867,38,12,9.3732995987,17500,0.6915000081,12,17,5,1,2,17.5,"NA",4
"450",0,0,2,0,30,17,0,0,3570,32,17,4.4818000793,16150,0.7214999795,12,12,7.5,1,12,16.1499996185,"NA",144
"451",0,0,0,1,39,8,0,0,2805,44,12,5.3475999832,15189,0.7214999795,7,3,3,0,15,15.1890001297,"NA",225
"452",0,0,0,2,36,12,0,0,1110,39,15,3.2026998997,6000,0.7814999819,7,7,14,0,5,6,"NA",25
"453",0,0,0,2,38,17,0,0,2695,42,16,12.8009996414,37250,0.5515000224,10,12,9.5,1,4,37.25,"NA",16
"454",0,0,0,0,53,12,0,0,1950,54,16,6.910299778,27760,0.6215000153,10,10,7.5,1,10,27.7600002289,"NA",100
"455",0,0,0,2,36,12,0,0,2128,42,12,4.2293000221,9090,0.7714999914,7,7,3,0,1,9.0900001526,"NA",1
"456",0,0,1,1,32,12,0,0,3260,31,12,4.4478998184,14500,0.7214999795,12,7,7.5,1,8,14.5,"NA",64
"457",0,0,0,3,51,9,0,0,1987,51,12,8.0523004532,19700,0.7214999795,7,7,14,1,20,19.7000007629,"NA",400
"458",0,0,0,0,38,11,0,0,2185,46,11,7.5057001114,16788,0.6915000081,10,7,14,1,4,16.7880001068,"NA",16
"459",0,0,2,0,33,12,0,0,2475,36,12,7.4746999741,18520,0.6915000081,10,10,11,1,7,18.5200004578,"NA",49
"460",0,0,0,0,54,12,0,0,2610,53,12,6.3218002319,20950,0.6915000081,16,10,9.5,1,10,20.9500007629,"NA",100
"461",0,0,0,3,38,9,0,0,1920,44,12,2.1354000568,7574,0.8015000224,7,3,11,0,3,7.5739998817,"NA",9
"462",0,0,2,2,30,11,0,0,2352,31,14,4.2091999054,10027,0.7714999914,7,7,3,0,5,10.0270004272,"NA",25
"463",0,0,2,3,34,12,0,0,3160,30,12,0.7595000267,5000,0.9415000081,12,12,7.5,0,10,5,"NA",100
"464",0,0,0,1,34,9,0,0,1040,37,13,4.8077001572,7040,0.7914999723,12,7,3,0,0,7.0399999619,"NA",0
"465",0,0,0,2,50,12,0,0,3120,49,12,12.7880001068,40800,0.5214999914,10,7,7.5,1,3,40.7999992371,"NA",9
"466",0,0,2,0,30,17,0,0,2240,30,16,7.1428999901,16050,0.7214999795,12,12,11,0,10,16.0499992371,"NA",100
"467",0,0,0,2,38,12,0,0,1980,42,16,15.1520004272,33100,0.5814999938,10,7,11,1,2,33.0999984741,"NA",4
"468",0,0,0,0,54,14,0,0,1960,58,14,7.9081997871,33856,0.7214999795,12,12,9.5,1,10,33.8559989929,"NA",100
"469",0,0,1,2,30,12,0,3,2940,31,17,6.972799778,20500,0.6915000081,12,12,7.5,1,4,20.5,"NA",16
"470",0,0,0,0,55,12,0,0,2467,56,11,4.9180998802,28600,0.5814999938,7,7,5,1,0,28.6000003815,"NA",0
"471",0,0,0,1,51,10,0,0,2256,56,12,8.3112001419,18750,0.6915000081,10,10,11,0,10,18.75,"NA",100
"472",0,0,0,1,44,12,0,0,1680,46,12,7.1428999901,20300,0.7214999795,7,7,9.5,1,5,20.2999992371,"NA",25
"473",0,0,0,0,53,12,0,0,2250,55,12,5.6888999939,13420,0.7214999795,7,7,5,0,0,13.4200000763,"NA",0
"474",0,0,0,2,42,10,0,0,2400,49,9,7.0833001137,18400,0.7214999795,3,3,5,0,0,18.3999996185,"NA",0
"475",0,0,0,2,38,12,0,0,2196,42,11,5.6922001839,16682,0.7214999795,10,7,7.5,0,19,16.6819992065,"NA",361
"476",0,0,1,3,38,13,0,0,2400,40,12,11.3999996185,32685,0.6215000153,7,7,7.5,1,2,32.6850013733,"NA",4
"477",0,0,1,4,41,12,0,0,3825,41,11,1.415199995,7050,0.8015000224,3,3,9.5,1,12,7.0500001907,"NA",144
"478",0,0,0,3,35,8,0,0,2860,44,9,2.7506999969,10867,0.7814999819,12,7,9.5,1,5,10.8669996262,"NA",25
"479",0,0,1,2,33,12,0,2.75,2750,34,12,6.6181998253,18220,0.7214999795,12,12,9.5,1,5,18.2199993134,"NA",25
"480",0,0,0,0,48,13,0,0,2103,50,16,9.2725000381,26613,0.6915000081,7,7,7.5,0,5,26.6130008698,"NA",25
"481",0,0,0,0,47,12,0,0,1880,51,12,12.2869997025,25000,0.6215000153,12,10,7.5,1,10,25,"NA",100
"482",0,0,0,5,34,12,0,0,3185,41,13,2.8548998833,15700,0.7515000105,7,7,7.5,1,0,15.6999998093,"NA",0
"483",0,0,2,1,33,13,0,0,2677,37,17,7.9709000587,40250,0.5214999914,12,10,5,1,4,40.25,"NA",16
"484",0,0,3,1,31,13,0,0,3600,36,17,19.4440002441,73600,0.4415000081,12,16,11,0,3,73.5999984741,"NA",9
"485",0,0,0,0,58,8,0,0,4334,58,8,1.4805999994,10592,0.7515000105,12,7,7.5,1,2,10.5920000076,"NA",4
"486",0,0,0,0,49,12,0,0,2874,52,8,1.891800046,8000,0.7515000105,7,7,3,0,1,8,"NA",1
"487",0,0,0,1,55,8,0,0,1936,56,9,6.921500206,13400,0.7214999795,7,3,7.5,1,0,13.3999996185,"NA",0
"488",0,0,0,0,44,14,0,1.5,1964,49,8,10.6920003891,23700,0.6614999771,12,12,14,1,1,23.7000007629,"NA",1
"489",0,0,0,0,44,9,0,0,1900,48,8,9.9474000931,18900,0.6915000081,7,7,11,1,1,18.8999996185,"NA",1
"490",0,0,0,3,36,16,0,0,2500,37,17,19,48300,0.461499989,7,12,9.5,1,6,48.2999992371,"NA",36
"491",0,0,0,3,38,12,0,0,3173,46,14,7.4882001877,24470,0.6614999771,14,14,9.5,1,12,24.4699993134,"NA",144
"492",0,0,0,3,37,16,0,0,2916,38,17,9.2589998245,28630,0.6215000153,16,7,7.5,1,6,28.6299991608,"NA",36
"493",0,0,0,0,47,12,0,0,2208,51,12,11.3219995499,25320,0.6215000153,12,7,5,1,9,25.3199996948,"NA",81
"494",0,0,0,3,47,12,0,0,2094,47,10,6.4470000267,13530,0.7515000105,12,10,7.5,1,14,13.529999733,"NA",196
"495",0,0,1,1,32,12,0,0,2250,33,12,6.5777997971,14800,0.7214999795,7,7,9,1,13,14.8000001907,"NA",169
"496",0,0,1,2,43,12,0,0,2000,46,12,6.0999999046,17400,0.7515000105,12,7,7.5,0,8,17.3999996185,"NA",64
"497",0,0,1,4,42,11,0,0,2600,48,10,4.2308001518,15980,0.7814999819,10,10,3,0,0,15.9799995422,"NA",0
"498",0,0,0,0,56,12,0,0,4368,57,8,2.2170000076,16576,0.7214999795,7,7,7.5,0,1,16.5760002136,"NA",1
"499",0,0,0,5,38,13,0,2.25,3068,40,16,6.5188999176,21850,0.6915000081,12,7,11,1,3,21.8500003815,"NA",9
"500",0,0,0,2,52,12,0,0,2218,51,11,6.4923000336,14600,0.7214999795,7,7,14,1,13,14.6000003815,"NA",169
"501",0,0,0,0,50,12,0,0,1848,56,12,11.3640003204,21600,0.6614999771,12,12,7.5,1,3,21.6000003815,"NA",9
"502",0,0,0,0,33,16,0,0,2430,33,17,9.8765001297,24000,0.6614999771,12,12,7.5,1,8,24,"NA",64
"503",0,0,0,2,44,16,0,0,2640,44,17,7.657599926,20883,0.6915000081,7,7,7.5,1,8,20.8829994202,"NA",64
"504",0,0,0,1,41,12,0,0,2108,42,16,8.3016996384,19500,0.6915000081,7,7,14,0,18,19.5,"NA",324
"505",0,0,0,1,45,12,0,0,1998,45,12,14.1140003204,42800,0.6215000153,14,12,11,1,2,42.7999992371,"NA",4
"506",0,0,0,0,53,14,0,0,2500,55,16,16,41500,0.5214999914,7,7,7.5,0,3,41.5,"NA",9
"507",0,0,0,0,53,14,0,0,1665,56,17,11.2910003662,18965,0.6915000081,12,12,14,1,5,18.9650001526,"NA",25
"508",0,0,0,1,42,12,0,0,2990,46,12,2.3394999504,16100,0.7214999795,12,10,9.5,1,2,16.1000003815,"NA",4
"509",0,0,2,0,32,13,0,0,1795,35,16,7.7993998528,14700,0.7214999795,12,17,7.5,1,10,14.6999998093,"NA",100
"510",0,0,0,0,56,12,0,0,2500,53,12,6,18800,0.7214999795,7,7,7.5,1,30,18.7999992371,"NA",900
"511",0,0,1,3,37,11,0,0,2205,40,11,6.6893000603,14750,0.7515000105,10,7,11,1,1,14.75,"NA",1
"512",0,0,1,2,40,12,0,0,2460,42,14,8.5366001129,21000,0.6915000081,12,7,14,1,5,21,"NA",25
"513",0,0,0,3,54,15,0,0,1880,55,16,13.8299999237,35400,0.6215000153,0,7,7.5,1,8,35.4000015259,"NA",64
"514",0,0,0,0,53,7,0,0,3481,53,9,1.4800000191,10700,0.7515000105,7,7,7.5,0,0,10.6999998093,"NA",0
"515",0,0,0,1,48,12,0,0,2450,51,12,8.5713996887,24500,0.6614999771,7,7,9.5,1,4,24.5,"NA",16
"516",0,0,1,2,36,12,0,0,2062,38,14,8.2299003601,17045,0.7214999795,7,7,9.5,1,2,17.0450000763,"NA",4
"517",0,0,0,0,57,12,0,0,2146,52,14,8.3877000809,18800,0.6915000081,7,7,7.5,1,30,18.7999992371,"NA",900
"518",0,0,0,0,51,12,0,0,1575,49,7,7.3650999069,14000,0.7214999795,10,7,14,1,25,14,"NA",625
"519",0,0,0,4,33,13,0,0,3096,37,12,3.4414999485,18214,0.7214999795,7,0,3,0,3,18.2140007019,"NA",9
"520",0,0,0,0,52,12,0,0,3280,49,11,3.3536999226,20177,0.7515000105,7,7,7.5,1,20,20.1770000458,"NA",400
"521",0,0,0,0,56,10,0,0,1680,60,8,2.9762001038,8300,0.7814999819,0,7,7.5,1,20,8.3000001907,"NA",400
"522",0,0,1,2,36,12,0,0,2625,38,11,5.1810002327,14200,0.7515000105,14,9,7.5,1,0,14.1999998093,"NA",0
"523",0,0,1,0,36,14,0,0,1846,50,16,10.2930002213,21768,0.6915000081,12,12,7.5,0,15,21.767999649,"NA",225
"524",0,0,0,1,46,12,0,0,2178,47,10,13.2430000305,29553,0.5814999938,10,7,14,1,10,29.5529994965,"NA",100
"525",0,0,0,3,31,10,0,0,960,33,9,3.6458001137,4350,0.9415000081,7,7,7.5,0,4,4.3499999046,"NA",16
"526",0,0,0,0,52,11,0,0,2210,51,12,10.406999588,24000,0.6614999771,7,7,11,1,3,24,"NA",9
"527",0,0,0,2,46,12,0,0,2192,55,12,8.2117004395,18300,0.6915000081,7,7,7.5,1,10,18.2999992371,"NA",100
"528",0,0,2,0,35,12,0,0,1960,44,16,8.673500061,17200,0.7214999795,7,3,7.5,1,9,17.2000007629,"NA",81
"529",0,0,0,0,59,12,0,0,1920,56,10,8.3207998276,16476,0.6915000081,7,7,14,0,7,16.4759998322,"NA",49
"530",0,0,0,1,36,8,0,0,2286,40,12,4.2870001793,13400,0.7515000105,0,0,14,0,12,13.3999996185,"NA",144
"531",0,0,1,3,51,7,0,0,2000,52,7,10.5,44988,0.5214999914,3,3,14,0,0,44.9879989624,"NA",0
"532",0,0,1,0,31,16,0,0,2256,31,12,7.978700161,18200,0.6915000081,12,12,9,1,16,18.2000007629,"NA",256
"533",0,0,0,2,31,14,0,0,2370,36,17,11.8140001297,28000,0.6215000153,12,12,14,1,4,28,"NA",16
"534",0,0,1,1,32,12,0,0,1800,39,13,6.1111001968,11550,0.7515000105,12,12,7.5,1,7,11.5500001907,"NA",49
"535",0,0,1,2,35,16,0,0,2250,38,16,12.5780000687,28450,0.6215000153,12,7,14,1,7,28.4500007629,"NA",49
"536",0,0,0,3,40,12,0,4.0999999046,1080,43,12,11.2440004349,15096,0.7515000105,7,10,7.5,1,14,15.0959997177,"NA",196
"537",0,0,1,2,33,10,0,0,2840,38,12,2.7407999039,8009,0.7814999819,7,7,14,0,2,8.0089998245,"NA",4
"538",0,0,0,0,54,7,0,0,2250,52,11,4.4443998337,10040,0.7515000105,0,0,3,1,20,10.0399999619,"NA",400
"539",0,0,1,1,36,12,0,0,2746,37,12,5.8267002106,16700,0.7214999795,12,12,7.5,1,5,16.7000007629,"NA",25
"540",0,0,0,1,50,10,0,0,2300,60,8,2.3478000164,8400,0.7814999819,12,7,3,0,10,8.3999996185,"NA",100
"541",0,0,0,0,54,8,0,0,2860,49,8,4.4755001068,13000,0.7214999795,0,0,3,0,20,13,"NA",400
"542",0,0,0,1,48,11,0,0,1765,49,12,8.4986000061,17970,0.7214999795,7,7,7.5,1,10,17.9699993134,"NA",100
"543",0,0,0,4,41,15,0,0,2520,42,16,7.1824998856,18450,0.7214999795,14,17,5,0,8,18.4500007629,"NA",64
"544",0,0,0,4,50,12,0,0,2208,53,12,10.8699998856,31000,0.6614999771,12,7,14,1,11,31,"NA",121
"545",0,0,0,2,46,12,0,0,2119,51,8,7.1222000122,24135,0.7214999795,10,7,7.5,1,3,24.1350002289,"NA",9
"546",0,0,0,1,42,13,0,0,2580,47,17,10.6591997147,31700,0.5814999938,12,12,7.5,0,6,31.7000007629,"NA",36
"547",0,0,1,2,31,9,0,0,1984,34,12,3.2762000561,10190,0.7914999723,3,3,14,0,4,10.1899995804,"NA",16
"548",0,0,0,0,53,12,0,0,1880,58,8,7.7520999908,21574,0.7214999795,10,10,14,0,4,21.5739994049,"NA",16
"549",0,0,0,1,51,12,0,0,2185,57,12,11.9449996948,26680,0.6215000153,3,3,7.5,1,9,26.6800003052,"NA",81
"550",0,0,0,1,47,12,0,0,2080,57,12,4.6153998375,17700,0.7515000105,7,9,11,1,10,17.7000007629,"NA",100
"551",0,0,0,1,50,12,0,0,1920,50,12,13.0209999084,29400,0.6215000153,12,12,14,1,3,29.3999996185,"NA",9
"552",0,0,0,1,37,6,0,0,3000,52,5,2.6666998863,22159,0.7515000105,7,7,7.5,0,2,22.1590003967,"NA",4
"553",0,0,2,2,30,12,0,0,2100,31,12,8.8332996368,35000,0.5814999938,12,12,11,0,2,35,"NA",4
"554",0,0,0,0,49,12,0,0,1690,39,12,2.3668999672,8630,0.7914999723,16,16,5,1,0,8.6300001144,"NA",0
"555",0,0,0,2,52,12,0,0,2600,49,16,5,17080,0.7515000105,7,0,14,1,8,17.0799999237,"NA",64
"556",0,0,0,2,47,12,0,0,1984,49,16,7.4597001076,32500,0.7214999795,10,7,14,1,6,32.5,"NA",36
"557",0,0,0,0,49,12,0,0,2064,53,12,7.7519001961,16000,0.7214999795,7,7,11,1,15,16,"NA",225
